Created at,Visitor ID,Session ID,Labels,URLs,Device type,Top task,"Hva kom du til nettsiden for?","Annet: Hvorfor kom du til nettsiden?","Fikk du gjort det du kom for? ","Hvem besøker du nettsiden som nå?","Annet: Hvem besøker du nettsiden som nå?","Hva hindret deg i å få gjort det du kom for","Annet: Hva hindret deg i å få gjort det du kom for?","Hva gjør du for å få fullført det du skulle?","Har du noe mer å dele med oss?"
"13. Nov 2025 10:29:40",,01K9YC5SM9JTDA63Q7YVZK8AMY,,https://www.gramo.no/,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist",,,,,
"27. Aug 2025 11:52:16",01JZ3MNNVNPMQ133XW2KREVH5R,01JZ3MRSQ975M0CZF62KD1WX0G,,https://www.gramo.no/logg-inn,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"24. Aug 2025 15:08:57",01K3E9XWTEPTT8B9TXZTHFHNT0,01K3E9XXKEG39CZ8CR77NF67GE,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gclid=Cj0KCQjw8KrFBhDUARIsAMvIApZ6KrIV5wWKh7aN0NGwgT-NDlNE1BL4MgkUcvOGO1TjfjyJKwSBTVsaAimAEALw_wcB,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,true,,,,,,
"13. Jul 2025 12:15:10",01K01VAJM34TNVWDWW7XRJN6GR,01K01VAK8G8KZ08BDBR1B3SD6S,,https://www.gramo.no/,desktop,Annet,Annet,,,,,,,,
"28. Nov 2025 13:57:59",,01KB5C2348X9Z2PTCGJKYB84FZ,,https://www.gramo.no/priskalkulator-lokalradio?_gl=1*dvyv5o*_ga*MTYwMTU0OTEzOC4xNzY0MzM4MDA5*_ga_F3XX7WCPBD*czE3NjQzMzgwMDkkbzEkZzEkdDE3NjQzMzgyMzQkajYwJGwwJGgw,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,Radio,,,,,
"27. Aug 2025 13:31:42",01K3NV8FCEQFR0NQKNQ3C7B0HK,01K3NV8GR7ZK8ADCN6Q6WZX1SN,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNZX9cxIorGPWKCMDfSHeqZ2q&gclid=CjwKCAjw2brFBhBOEiwAVJX5GHQFficMOqa8ljlG2DsZMI8fqFEzZfVm7LW7gn_qcTgaeLQ7jgeWCBoC8J8QAvD_BwE,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,false,"Musiker / Artist",,Annet,,,
"06. Jun 2025 20:00:21",01JX3D67V7BHM7QFYQWSQ3ZCBB,01JX3D693J0HGMRS2ZDNK9AGSY,,https://www.gramo.no/aktuelt/kunstig-intelligens-vil-endre-musikkbransjen,mobile,Annet,Annet,,,,,,,,
"16. Jun 2025 09:49:34",01JXW2940REFCPAKQ8Z2KBZ3F6,01JXW294EM4C5H4DQJYAZMW0YA,,https://www.gramo.no/,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist",,,,,
"20. May 2025 16:41:29",01JVQ8TXYFCZ7GCPN3J73YZENF,01JVQ8TYNEYG4YNY0V6HX58KR3,,https://www.gramo.no/logg-inn,mobile,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,false,"Bedrift utenfor musikkbransjen",,,,,
"11. Oct 2025 17:03:55",01K7A3KYQJV1EN8JKX1JE8KPW5,01K7A3M0275EZCW3YP6N367WPS,,https://www.gramo.no/,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"10. Jun 2025 15:30:31",01JXD20413M9ERPN8FCWEZS0FC,01JXD204S8TXQYBHFPZM17MJ8D,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNaXQWluO_yYkZVwUsi5iJqZo&gclid=CjwKCAjwr5_CBhBlEiwAzfwYuHbOesvQuOwrmoIk-4go8GUkdbPiPJ8gP2nfSsHQRO2cy0VupnAMKRoCJPwQAvD_BwE,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Ingen alternativ passer",
"25. Sep 2025 19:24:07",01K6158H338TK1S4WNQ46D59DB,01K6158J92V7AZCXDWCP526XD1,,https://www.gramo.no/aktuelt/dette-lyttet-vi-til-i-2024,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Bedrift utenfor musikkbransjen",,"Innholdet var vanskelig å forstå",,"Jeg prøver igjen senere",
"19. May 2025 11:09:50",01JVM3QKH707003BS9YRYNYF7X,01JVM3QM91QC6H9SZJJHAPZPZ0,,https://www.gramo.no/medlemskap/isrc-kode,unknown,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"17. Aug 2025 07:50:47",01K2VFJYKT1JV4TKZ5Z7033E8J,01K2VFJZCKR9JH2MDSGSVAWR9B,,https://www.gramo.no/om-gramo/om-gramo?gad_source=1&gad_campaignid=281464730&gclid=Cj0KCQjw-4XFBhCBARIsAAdNOktYi7rNzkVsjujdJg-gUgqXzOKN3EuIadA6MyhVGVURmCQ2_MtZSjcaAmE8EALw_wcB,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"05. Nov 2025 09:54:56",,01K99PRBBJ1R3S78XY5STSVWTA,,https://www.gramo.no/medlemskap/utbetaling,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"28. Oct 2025 13:02:02",,01K8NEK686745CZWFE571F8HKV,,https://minside.gramo.no/verify?token=eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE3NjE2NTY4MzQsImRhdGEiOnsiYXV0aGVudGljYXRlZCI6ZmFsc2UsInVzZXIiOnsiaWQiOiIxZDY0NmFlZi05YmQ4LTQxZDktYTQ0OS1jM2ZkYTRkMzQxMTAiLCJuYW1lIjoiQWxla3NhbmRhciBJZ25hdG92IiwibW9iaWxlIjoiKzM5MzkzODIzMzQ0OCIsImFsdGVybmF0aXZlX21vYmlsZSI6bnVsbCwiZW1haWwiOiJhbGVrc2FuZGFyaWduYXRvdkBnbWFpbC5jb20iLCJsb2NhbGUiOiJuYiJ9LCJ1bmlxdWVfaWRlbnRpZmllciI6ImQ0MGQzOGU0ZDBlOTQyMTI4NTM0OTk1MmQxY2U3Yjc2In19.VOSTgusjAqjvPED_m9aeIULHCSgiR_gcc2rI9sxqQnY,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"26. Jun 2025 11:45:53",01JYP0WYY67MWPAW681NWKBFHM,01JYP0WZWV712PCRBVK9XERQWG,,https://www.gramo.no/medlemskap/bli-medlem,mobile,Annet,Annet,,,,,,,,
"13. Nov 2025 11:34:21",01K30RXAS4BRN5MQ0J795BJNPG,01K30RXBDFJAFBTX7CB2E29J06,,https://musikkbruk.gramo.no/event/steg1,null,"Registrere rettighetskrav","Registrere rettighetskrav",,true,Annet,x,,,,x
"28. Jun 2025 11:35:55",01JYV544XF2PQR6QDE43QDFBRN,01JYV545Y4Y8172H23YQBVC2R3,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNZl2e_i3MiNEsy6eZhDBSEPO&gclid=Cj0KCQjwpf7CBhCfARIsANIETVr25YcdihyUQacYe2Kkz487TsdaA4k2IEoJoeehZ9qQLMscgFz1bPQaAobJEALw_wcB,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"11. May 2025 19:36:50",01JTTZNH3D95X58XTAQ97GRSFP,01JV0DJ74ME34QZPJX70JH2PF1,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,Annet,Annet,,,,,,,,
"21. Jun 2025 14:08:14",01JY9BGCY2PMFAHQ6ZPH3JD4AC,01JY9BGDP60V81RE356T3SEVEQ,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"27. Jun 2025 17:05:48",01JYS5JJ8G1EM865PVTGRP33ZB,01JYS5JK3N5ES3Z2Z3Y0W99ARX,,https://www.gramo.no/logg-inn,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,,,,,,
"11. Jun 2025 05:50:06",01JXERJM1WEJ7MBCGJ9ETDRBR6,01JXERJXNK8E25GR3YB72QT2BD,,"https://musikkbruk.gramo.no/Kunde/ValiderKontaktPerson, https://musikkbruk.gramo.no/kunde/ny",mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,true,"Musiker / Artist",,,,,
"26. May 2025 10:53:46",01JVA8328HEAZEGJKW7MB9935C,01JW63HA2JSXYCR3GV8K60VD3M,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNaEt_V3ZrUVnPlSzd91RFNzH&gclid=Cj0KCQjwotDBBhCQARIsAG5pinNe3sYTmyXYwelJfTeQv3vtvvRkUiH6_gQZNgQK5qKwh28BiyZNgloaAuwxEALw_wcB,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"01. Aug 2025 12:16:30",01K1JRY58Y6MR9DGSWSRY8FAD8,01K1JRY64TVCEZMRF0MQVCZ9VW,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist",,,,,
"02. May 2025 00:36:34",01JT76NT4W2JZW4FT0FCWYARZ6,01JT76NT9MRNGBMZNFRZ6RS5G8,,https://minside.gramo.no/login,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"22. Aug 2025 17:24:50",01K39CV2EW0FPKWZE7CMBAYKVC,01K39CV3NJ3R8PY3NXY2XAYXXN,,https://www.gramo.no/,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,"Musiker / Artist",,,,,
"27. Nov 2025 07:38:32",,01KB23YNT7XTY21XKYKSW0HAWY,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"24. Sep 2025 15:49:54",01K5Y6B7697P4BZ2PM4MRG6A8A,01K5Y6B8AMV3WA4JVPC092ATAJ,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*1te6xxl*_ga*Mzg3OTg5ODgxLjE3NTg3Mjg2NTk.*_ga_F3XX7WCPBD*czE3NTg3Mjg5MzAkbzEkZzEkdDE3NTg3Mjg5NDAkajUwJGwwJGgw,mobile,Annet,Annet,,,,,,,,
"21. Oct 2025 14:10:37",,01K83HNE9ECYWZNCX4BGAVVE0D,,https://www.gramo.no/om-gramo/om-gramo,null,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"09. Jul 2025 21:08:02",01JZRG54ER64C5VC367BCE5NTA,01JZRG556X4798YR0B8Q6J8ZZT,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNao9UkdFK6k90eqwWaPddLVD&gclid=EAIaIQobChMIvZjJqdewjgMVJUKRBR2zXQKoEAAYAiADEgIVCfD_BwE,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"05. Oct 2025 15:33:08",01K6TFZKH40G00YA4KHJMYZFTY,01K6TFZM5Y2HQ1DGK0KP89D7TV,"Registrere meg",https://www.gramo.no/medlemskap/bli-medlem,desktop,Annet,Annet,"Melde meg inn i Gramo",true,,,,,,
"29. May 2025 09:41:05",01JQP15Y54YPEST68J79VZACCV,01JWDPK3EGHQPFDD6XQWVW9KXK,,https://minside.gramo.no/login,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"20. Jun 2025 14:55:54",01JY6X9YRMV4N022DCTTWXHNTM,01JY6X9ZZ3RHC846ED2CFCT6YG,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*1clp4kn*_ga*NTgyODkxNzIwLjE3MzE2NjUwNTg.*_ga_F3XX7WCPBD*czE3NTA0MzEyMzckbzIkZzEkdDE3NTA0MzEzMjAkajQ1JGwwJGgw,desktop,Annet,Annet,,,,,,,,
"01. Dec 2025 18:49:52",,01KBDKY5AYF103SSBW8BYHS5VV,,https://minside.gramo.no/user/recordings,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,,,,
"30. May 2025 06:18:23",01JWFXCT87MSFBBJKKZ2FKPZ28,01JWFXCTPPTBWTV1YNZ5VD00TE,,https://www.gramo.no/aktuelt/dette-lyttet-vi-til-i-2024?utm_source=Informasjon+fra+Gramo&utm_campaign=4d5bdbb110-EMAIL_CAMPAIGN_2025_03_11_08_57&utm_medium=email&utm_term=0_-4d5bdbb110-105723439,mobile,Annet,Annet,"se hva som er nytt og oppdaterer meg selv på sidene.",true,,,,,,
"16. Sep 2025 07:01:20",01K58N6C83N098EANT27Z6XK7N,01K58N6DXTCPFD5T626A0V7VNH,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"26. Jun 2025 11:59:48",01JYP1P2F91C8G4P7X4NX14KA4,01JYP1P4P619GE07V7BRF8B60Y,,https://www.gramo.no/,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"04. Dec 2025 13:23:02",,01KBMRE60YZ8AEK1SERETRAFR1,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,,,,,,
"18. Nov 2025 21:12:18",,01KACCXTVBEXR9GZK3CVZ7X3NJ,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"22. Aug 2025 13:17:34",01K38YNA9Q8X9WCFSM1MYND67Q,01K38YNBM2K69Z77MEG9DY6SFC,,https://musikkbruk.gramo.no/kontaktperson/endre,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"15. Nov 2025 21:35:34",,01KA4Q1Y37YSWZ0TBX1EWHA3WT,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"25. May 2025 11:08:22",01JW3HS436NZER9XEX37QJZSM4,01JW3HS4QNY3PSMEAKSFJ20DC0,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,"Musiker / Artist",,,,,
"21. Sep 2025 19:16:13",01K5PV71RFFSM40QFNF3RBFRSQ,01K5PV72DWG03N0ZND087EBCFP,,https://minside.gramo.no/profile,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"03. Sep 2025 11:58:55",01K47Q267SJX6CW5QEYDQH3MC1,01K47Q26ZZFP6YXMCS8DAN2BHT,,https://www.gramo.no/,desktop,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"04. Jun 2025 08:46:45",01JWX1WVEDBQC3FSWES6QPHF8K,01JWX1WVVMNA4DH4BKBX8MH9DW,,https://www.gramo.no/,mobile,Annet,Annet,,,,,,,,
"14. Nov 2025 09:38:25",,01KA0VK2XJZVEG3ZFDPMK40DAR,,https://minside.gramo.no/user,desktop,Annet,Annet,,,,,,,,
"09. Sep 2025 07:46:45",01JYX71Y2WPXA7TQ1BTBGHWG8C,01K4PQ085Z11KDG2T20SW8WJQ6,,https://minside.gramo.no/user,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"04. Sep 2025 15:57:29",01K3BQTZ55MXMKNP4YVS94PPV3,01K4AQ3T02G3EX4PVAK0TKRRYP,,https://www.gramo.no/priskalkulator-lokalradio?_gl=1*v4itu3*_ga*MjI1NTEwNTY1LjE3NTU5NjE5ODQ.*_ga_F3XX7WCPBD*czE3NTcwMDEzOTIkbzMkZzAkdDE3NTcwMDEzOTckajU1JGwwJGgw,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,Radio,,,,,
"01. Jul 2025 14:32:47",01JZ36BQDCPN785WSHFX7ZZYG2,01JZ36BRTHCN680PRJJH2C537F,,https://www.gramo.no/aktuelt/mer-korrekt-fordeling-til-rettighetshavere?utm_source=Informasjon+fra+Gramo&utm_campaign=4d5bdbb110-EMAIL_CAMPAIGN_2025_03_11_08_57&utm_medium=email&utm_term=0_-4d5bdbb110-574905331,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,,,,,,
"17. May 2025 15:30:28",01JVFDPD2HWFBS5C2T271TAW1R,01JVFDSZM9RAQKY0EZ6FXQ5KWZ,,https://musikkbruk.gramo.no/Kunde/ValiderKontaktPerson,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"24. Oct 2025 14:06:30",,01K8B8KC6HCE680WAEVCF83QSJ,,https://www.gramo.no/medlemskap/isrc-kode,null,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,"Musiker / Artist",,,,,
"11. Sep 2025 07:14:18",01K4VSWEKZPYYQBSXY0SYH62TP,01K4VSWFDVBE1ST5E232DVP9RH,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,Plateselskap,,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere",
"17. Jun 2025 07:15:11",01JXYBT3VG0061W3KAYNDCPJYF,01JXYBT49DYPMKGP6C5PRHSV88,,https://www.gramo.no/kontakt#message-member-team,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist",,,,,
"21. May 2025 09:25:46",01JVS1N5RBST5RNXQVYVEGSYMQ,01JVS1N78R26H46V4SQZWG5F9D,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"07. Sep 2025 21:45:55",01K4K25EKKJZYK1P1JJJYJHA0P,01K4K25FA7K4B2X710XF2B3HWC,"Registrere meg",https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,Annet,Annet,Innmelding,,,,,,,
"22. May 2025 08:19:24",01JVS2WDPZZ9AN7E66EA58VF4N,01JVS2WE878N5BZW7KBR7ZTKHF,,https://www.gramo.no/,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist",,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Jeg prøver igjen senere",
"15. Sep 2025 12:28:55",01K56NHTMZD2H88KYEQSZ3GSD8,01K56NHVCGKBJ46BR44NX5FXC8,,https://minside.gramo.no/check-email?email=annette.ronning.arnesen%40egmont.com,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"11. Sep 2025 06:48:41",01K4SMJGJ9GYYPV7CCRV2KPMWB,01K4SMJHTFSZ6JVFVD8J52GMXH,,https://www.gramo.no/,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"29. Jun 2025 06:44:54",01JYX6W3PFEPZDAF0J5DAP1M5C,01JYX6W4JEKQ6R8WQEDFMD0WM8,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNamZ_WfKCHQ7qp-zwq_DOJU6&gclid=Cj0KCQjwpf7CBhCfARIsANIETVrvtBi8AS9T1kRb6KNCnL3UHBoSZD9x7eD13CB5lO1y3R_hJPDdPqsaArvpEALw_wcB,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"14. May 2025 08:45:54",01JV6ZEGPG0MF910NHDFBC7N5H,01JV6ZEH8GQW66Q09M9Q0W1ARG,,https://musikkbruk.gramo.no/kunde/steg3,desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
"29. Apr 2025 19:38:32",01JSYVRE6X5X7TGTB22DF4HN9H,01JT1GT7VCEHC3BSK551PYVZ5Z,,https://www.gramo.no/,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,Manager,,,,,
"25. Jun 2025 11:54:42",01JYKEW7ZX4Y1M74DBVGEAWJ4Z,01JYKEW8MHZAWM5TXTMNY0AK9C,,https://www.gramo.no/aktuelt/de-100-mest-spilte-latene-pa-lokalradio-i-2023,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,Manager,,"Innholdet hjalp meg ikke å forstå hva jeg skulle gjøre",,"Jeg dropper det",
"23. Jul 2025 19:09:27",01K0WAZVJJZXY7RB6Y6AYPFP6F,01K0WAZW9RDQB8ZGWMZEEDR927,,https://minside.gramo.no/login,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"24. Jul 2025 11:19:15",01K0Y2GD9NSEC37V17HWFDSXZW,01K0Y2GEAY4E3NFJYDMA714TAQ,,https://www.gramo.no/om-gramo/om-gramo?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNYKA39AYWQyCbDX9828Kk6BP&gclid=EAIaIQobChMI0K-35K_VjgMVDgWiAx0xsgCXEAAYAiABEgLbJPD_BwE,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"28. May 2025 10:02:30",01JWB0J2SJ4W99XQ8ZRXYZHFGP,01JWB0J3DFGN9Z38D9M4ZBGZYN,,https://www.gramo.no/kontakt#message-member-team,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Jeg tar kontakt med Gramo",
"12. Aug 2025 07:49:48",01K2EM0FMBDEC75CSBY5JZKY7E,01K2EM1M81XV70KJ7RG3DPJ437,,https://www.gramo.no/aktuelt/mer-korrekt-fordeling-til-rettighetshavere,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,"Musiker / Artist",,,,,Søknader
"03. Dec 2025 11:06:13",,01KBHXC811J6668152ET8HMY7S,,https://www.gramo.no/logg-inn,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"30. May 2025 15:26:49",01JWGWT5Q4PESQ0Q65CY558G3B,01JWGWT6F3YE49EQG9E1V2H1PJ,,https://www.gramo.no/,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"13. Nov 2025 14:03:01",,01K9Y97BQPY1ZPVGW3591JKAWA,,https://www.gramo.no/kontakt,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"15. May 2025 12:17:22",01JSVNAR4KVNJ0QBD79DRVGF3J,01JV9XYWTERC88RKS1X8TKBG6M,,https://minside.gramo.no/login,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"07. Nov 2025 14:26:51",,01K9FB8A361J0BFR12REWBNQ48,,https://musikkbruk.gramo.no/kunde/steg1,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"11. Aug 2025 09:50:27",01K2C8J6CS2SPNX9NHQ8PZPMPA,01K2C8J8CQK4ZRVA0G0KW6FEZN,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNbrIWR85no8kWcQ7y6uiHibF&gclid=EAIaIQobChMIlMvqtb2CjwMVXkGRBR2y9DAaEAAYASAAEgI9i_D_BwE,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Bedrift utenfor musikkbransjen",,"Jeg fant ikke det jeg lette etter",,,
"01. Aug 2025 10:29:09",01K1JJPYD1CQAA6AG5Q4D6W5FA,01K1JJPZ20YEX1QXQE0KGXB5EE,,https://www.gramo.no/kontakt,desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,false,,,,,,
"02. Oct 2025 04:31:05",01K6HJYXCC4XHMXCM9PFDS1YD9,01K6HJYXX8Q1BVXTJ7VQHHHJ9Q,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,,,,,,
"13. Nov 2025 17:20:20",,01K9Z3J60HZE7DD3KYD0MXEA21,,https://www.gramo.no/logg-inn,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,false,"Musiker / Artist som gir ut musikk selv",,"Innholdet var vanskelig å forstå",,"Ingen alternativ passer",
"21. Aug 2025 16:07:04",01K36P1MJB2T4W31MG8JAKMEED,01K36P1ND9RXJ0R8Z7V3BJGVQJ,,https://minside.gramo.no/login,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"28. Jul 2025 20:17:20",01K19AWKCSA3EXNDC1BHKYK9MJ,01K19AWMQJ87Z4ZVTM3CGJHEE2,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*2a948o*_ga*MzY0NTE2ODE4LjE3NTM3MzM4MDM.*_ga_F3XX7WCPBD*czE3NTM3MzM4MDIkbzEkZzAkdDE3NTM3MzM4MDIkajYwJGwwJGgw,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,"Musiker / Artist",,,,,
"16. Jun 2025 12:54:55",01JXWCRKDHHT5VD3QRHYJD08MM,01JXWCRMMG9W2E5KS1R77CSH67,,https://minside.gramo.no/login,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist",,,,,
"17. Jul 2025 22:36:49",01K0D8FYR5WYQAH7003T77KN73,01K0D8G0DFEJCCR1537BXPSTN1,,https://www.gramo.no/om-gramo/statistikken,mobile,Annet,Annet,Googlesøk,true,,,,,,
"21. Jun 2025 11:32:54",01JY3MJMJP23PEKXZVVJPVCNPH,01JY3MJNA7N9MYFAE4J9AC3TM5,,https://www.gramo.no/,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"03. Jun 2025 19:14:36",01JWVK6SPAGNGNPY8E69X4FKE6,01JWVK6T4P5PXQ919N75KFPPA1,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"18. May 2025 17:15:59",01JVJ698T7287JFSMNTRDKRFY3,01JVJ699QKTAJK3Z3MKRRVFD81,,https://minside.gramo.no/login,desktop,Annet,Annet,,,,,,,,
"16. Oct 2025 18:24:10",,01K7Q3XDAZW0DXNZSE4FEFW1JY,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNYGvVg2pH0chetbb7jnsPP1c&gclid=CjwKCAjwr8LHBhBKEiwAy47uUlG4cBB2Qyv8CJUMxn5LVsEnNLyUNDr9DQMI8IMaClG4Affm2vYRWRoCUykQAvD_BwE,null,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
